publication,year,wordRate,wordCount,flatRate,totalPaid,paymentDifficulty,daysToBePaid,storyType,levelOfReporting,relationship,rights,platform,contract,comment
Glamour,2018,0.2,2000.0,False,400.0,1.0,30,Feature,Medium,Ongoing,Unknown/Other,Digital,Verbal,
Glamour,2018,0.31,1300.0,False,403.0,2.0,30,Opinion,Medium,Assignment,All,Digital,Yes,"""The story took some light interviewing work with 4 different source, though they are all my friends so it wasn't hard to secure interviews. However, I should warn everyone that Glamour has a really rigorous fact-checking process and you're required to submit a LOT of detail about your interviewee, DOB, occupation, contact, on top of screenshots of your conversation, recordings, and transcriptions. The fact-checking department also 100% will reach out to your sources to confirm everything, so there may be a slight delay between filing and the piece being published."""
Glamour,2017,0.17,1200.0,False,204.00000000000003,2.0,90,Opinion,Medium,Ongoing,First,Digital,Yes,
Glamour,2017,0.23,1200.0,False,276.0,3.0,42,Opinion,Medium,Referral,All,Digital,Yes,
Glamour,2016,0.25,800.0,False,200.0,5.0,Not Yet,Feature,Medium,Referral,Unknown/Other,Digital,,
Glamour,2014,1.6,750.0,False,1200.0,,,Opinion,Light,Ongoing,,Print,Yes,"""GlamourUK takes US writers; pays about the equivalent of $1 a word."""
Glamour,2013,2.5,1000.0,False,2500.0,,,Opinion,,,,Print,,"""Piece was assigned and delivered in 2012, but not published until almost a year later. After a lot of nagging, I got them to agree to pay me half of the fee about fivemonths after delivery. I got the other half promptly upon publication."""
Media Bistro,2013,0.15,1000.0,False,150.0,,,Feature,,,,Digital,,
Shape,2018,0.21,700.0,False,147.0,3.0,,Blog,Light,Cold Pitch,All,Digital,Yes,"""It wasn't a horrible experience - just very long. Even after submitting, editor was unresponsive and took months to even acknowledge receiving work."""
Shape,2016,0.2,750.0,False,150.0,,,News,Medium,Ongoing,First,Digital,No,
Shape,2016,0.27,375.0,False,101.25,,,News,Light,Ongoing,First,Digital,No,
Shape,2015,1.5,1500.0,False,2250.0,,,Feature,Medium,Assignment,First,Print,Yes,
Shape,2014,1.6,125.0,False,200.0,,,News,Medium,Ongoing,,Digital,Yes,"""$200 per blog post, straightforward"""
Siliconangle,2017,0.1,300.0,False,30.0,1.0,,News,Light,Assignment,Unknown/Other,Digital,Verbal,"""Did not write for them because the pay rate is below minimum wage once you divide by the time it takes. They have you watch YouTube videos from conference interviews and presentations, then write 300 word articles on each one for $30 each."""
Stormwater Magazine,2017,0.3,3000.0,False,900.0,1.0,42,Feature,Medium,Ongoing,First,Digital,No,"""Have written several features for this publication and sister pub Erosion Control. Editor very easy to work with and keeps assignments rolling in with minimal initiation from me. Amount is for 3k-4k word count."""
Vice News,2018,0.31,1200.0,False,372.0,4.0,90,,,,First,Digital,,"""Story was killed after editor changed his mind about publishing a story online to coincide with a story appearing in the magazine. 50% kill fee. Be sure to demand a kill fee when negotiating with VICE news."""
Vice News,2018,0.5,1500.0,False,750.0,3.0,60,,,,All,Digital,,
Vice News,2017,0.45,1000.0,False,450.0,2.0,30,Feature,Heavy,Solicited Pitch,All,Digital,Yes,
Vice News,2015,0.47,1500.0,False,705.0,,,News,Heavy,Referral,Unknown/Other,Digital,No,"""I was paid $500 for the article and $150 for 3 photographs. Additional $50 tacked on for delayed payment."""
Vice News,2014,0.17,1500.0,False,255.00000000000003,,,News,Medium,Ongoing,All,Digital,Yes,
Vice News,2014,0.57,750.0,False,427.49999999999994,,,Feature,Heavy,Cold Pitch,All,Digital,No,"""Photo feature with 800+ words. $25 per photo used + $250 budget for article itself."""
Awesometotallyawesome,2018,0.07,1253.0,False,87.71000000000001,1.0,30,Criticism,Medium,Cold Pitch,All,Digital,Yes,
The Baffler,2018,0.13,1200.0,False,156.0,1.0,30,Opinion,Medium,Cold Pitch,Unknown/Other,Digital,No,"""Great experience writing for them."""
The Baffler,2018,0.05,3000.0,False,150.0,1.0,30,Profile,Light,Referral,Unknown/Other,Digital,Yes,
Medium,2018,2.0,2500.0,False,5000.0,2.0,30,Feature,Medium,Solicited Pitch,First,Digital,Yes,
Medium,2018,2.06,3500.0,False,7210.0,1.0,60,Feature,Medium,Assignment,Unknown/Other,Digital,Yes,
Medium,2018,0.87,2300.0,False,2001.0,1.0,Not Yet,Feature,Medium,Cold Pitch,Unknown/Other,Digital,Yes,
Medium,2018,1.0,2000.0,False,2000.0,1.0,15,Feature,Medium,Solicited Pitch,First,Digital,Yes,
Medium,2018,0.4,1000.0,False,400.0,1.0,15,Opinion,Light,Solicited Pitch,Unknown/Other,Digital,Yes,
Medium,2017,0.25,1000.0,False,250.0,1.0,30,Blog,Medium,Ongoing,All,Digital,Yes,
Medium,2017,0.25,4000.0,False,1000.0,1.0,30,Opinion,Medium,Cold Pitch,First,Digital,Yes,
Medium,2017,0.32,1513.0,False,484.16,1.0,30,Feature,Medium,Cold Pitch,First,Digital,Yes,"""This piece was contracted at a flat rate based on an agreed 1200 words at $0.40 per word. Payment was quick and fairly simple, despite some initial confusion signing up for their payment processor's website as a non-USian."""
Medium,2016,0.35,2000.0,False,700.0,1.0,60,Opinion,Medium,Ongoing,First,Digital,Yes,"""This was for The Development Set"""
Medium,2015,0.33,1500.0,False,495.0,,,Opinion,Light,Assignment,First,Digital,Yes,"""Contract said payment would be remitted within 30 days of publication. Followed up on the 44th day (2 weeks late) and editor apologized. The check arrived two days later."""
Medium,2014,0.24,5000.0,False,1200.0,,,Opinion,Light,,Secondary,Digital,Yes,"""this was in my account 30 days after it ran online. exactly 30 days. """
Medium,2014,0.07,1500.0,False,105.00000000000001,,,Opinion,Light,Solicited Pitch,First,Digital,Yes,
Sierra Magazine,2016,0.31,800.0,False,248.0,1.0,15,,Medium,Cold Pitch,Unknown/Other,Digital,Yes,
Sierra Magazine,2016,0.1,1000.0,False,100.0,2.0,60,Criticism,Light,Ongoing,Unknown/Other,Digital,Yes,
Sierra Magazine,2014,0.8,375.0,False,300.0,,,FoB,Light,Solicited Pitch,First,Digital,Yes,"""Sierra recently cut its freelance rates but their contracts demand all the same rights as before, including rights for pieces to be licensed, reprinted, revised, and repackaged by Sierra for other purposes, potentially even commercial purposes, in ""all forms in all media (and by or through all technologies) whether now known or hereafter developed."" In I'd be extremely wary of their contracts; don't let them take rights they are no longer paying for."""
Constant Content,2018,0.06,800.0,False,48.0,1.0,30,Blog,,,First,Digital,No,
Model View Culture,2016,0.13,1200.0,False,156.0,1.0,15,Opinion,Medium,Cold Pitch,All,Digital,No,
Model View Culture,2016,0.13,1500.0,False,195.0,1.0,15,Opinion,Light,Cold Pitch,First,Digital,No,
Model View Culture,2016,0.2,1000.0,False,200.0,1.0,15,,,,First,Digital,,
Model View Culture,2016,0.1,1500.0,False,150.0,,,Feature,Light,Cold Pitch,First,Digital,Yes,
Model View Culture,2014,0.05,3000.0,False,150.0,,,Opinion,Light,Ongoing,First,Digital,Yes,"""Prompt payment by physical check."""
Time (ideas.time.com),2013,0.2,750.0,False,150.0,,,Opinion,Light,Assignment,First,Digital,Yes,"""Online essay to accompany their print magazine issue. Promised $150, waiting 10 weeks so far. """
Jewish In Seattle,2016,,375.0,,,,,Opinion,Light,Solicited Pitch,First,Digital,Yes,
Jewish In Seattle,2016,0.63,1200.0,False,756.0,1.0,42,Feature,Medium,Ongoing,First,Digital,Yes,
Mattermark,2016,0.25,800.0,False,200.0,1.0,30,Opinion,Medium,Ongoing,All,Digital,Yes,"""The editor is a dream to work with, and getting paid is no problem."""
Electronic Sound,2015,0.21,750.0,False,157.5,,,Opinion,Medium,Cold Pitch,,Digital,No,"""Pitched music travel idea, not yet delivered. UK-based electronica music magazine, for ipads / android."""
Today's Parent Magazine,2018,1.0,600.0,False,600.0,4.0,>90,Feature,Heavy,Referral,Unknown/Other,Digital,Verbal,
Today's Parent Magazine,2018,0.83,1800.0,False,1494.0,4.0,90,Feature,Heavy,Referral,Unknown/Other,Digital,Verbal,"""I received a lot of contradictory instructions in the edits, and consequently, I had to change the article quite a few times. They pay a good rate, but their invoicing/payment system is confusing and takes a long time to pay out. I had to make multiple phone calls and send several emails to get my check, and the person I spoke to said this happens all the time."""
Today's Parent Magazine,2014,0.67,1500.0,False,1005.0000000000001,,,Opinion,Medium,Ongoing,First,Print,Yes,
"Students, Parents, Society",2018,0.01,600.0,False,6.0,2.0,30,FoB,Heavy,Ongoing,All,Print,No,
Geist Magazine,2016,0.22,910.0,False,200.2,1.0,30,Feature,Heavy,Solicited Pitch,First,Print,No,
Moment Magazine,2014,0.2,1500.0,False,300.0,,,Criticism,Light,Assignment,,Digital,No,
Moment Magazine,2013,0.2,1500.0,False,300.0,,,Criticism,Light,Assignment,,Digital,No,
Funny Times,2018,0.07,800.0,False,56.00000000000001,1.0,15,Opinion,Light,Ongoing,Secondary,Print,No,
Funny Times,2018,0.0,200.0,False,0.0,,,,,,Unknown/Other,Digital,,
Funny Times,2015,0.08,750.0,False,60.0,,,Opinion,Light,Ongoing,Secondary,Print,Verbal,"""Nice staff. This monthly national newsprint book reprints cartoons and columns previously published elsewhere. Good secondary source to get another check for something for which you were already paid! Funny stuff is what they want, obviously, so if you can make 'em laugh..."""
The Mary Sue,2018,0.03,1375.0,False,41.25,1.0,15,Opinion,Light,Cold Pitch,Unknown/Other,Digital,No,
The Mary Sue,2016,0.04,550.0,False,22.0,1.0,30,,Medium,,All,Digital,Yes,
Substream Magazine,2016,0.1,1500.0,False,150.0,2.0,30,Feature,Medium,Ongoing,Unknown/Other,Print,No,
Substream Magazine,2014,0.03,750.0,False,22.5,,,Profile,Light,Ongoing,,Print,Verbal,"""Easy pitching."""
Al Jazeera America,2016,,1500.0,,,,,News,Medium,Ongoing,,Digital,,"""Told me they had to lower their freelance rate due to budget cuts. I turned it down and didn't write the piece but was told this in August 2015."""
Al Jazeera America,2014,0.0,1500.0,False,0.0,,,Opinion,Medium,Solicited Pitch,,Digital,Verbal,"""An editor reached out to several female journalists in an effort to balance poor gender ratios at Al Jazeera, and accepted three of my pitches. I was offered $350/piece via wire but never paid, even after invoicing and emailing multiple times. After not being paid for the first published article, I did not write the other accepted pitches."""
Al Jazeera America,2014,0.87,1500.0,False,1305.0,,,News,Heavy,Cold Pitch,,Digital,Yes,
Al Jazeera America,2014,1.0,1500.0,False,1500.0,,,FoB,Heavy,Cold Pitch,,Digital,Yes,
Al Jazeera America,2014,1.0,1500.0,False,1500.0,,,Feature,Heavy,Ongoing,All,Digital,Yes,
Al Jazeera America,2014,0.83,1500.0,False,1245.0,,,News,Medium,Ongoing,First,Digital,Yes,
Al Jazeera America,2014,0.47,750.0,False,352.5,,,Opinion,Light,Cold Pitch,Unknown/Other,Digital,No,
Al Jazeera America,2013,0.23,1500.0,False,345.0,,,,,,,Digital,,"""$350 for a 1,500-word story plus $50 for a photo """
Al Jazeera America,2013,0.29,1200.0,False,348.0,,,Feature,,,,Digital,,
Water Efficiency Magazine,2016,0.45,2000.0,False,900.0,2.0,30,Feature,Medium,Referral,Unknown/Other,Print,Yes,
Martha Stewart Living,2018,0.1,500.0,False,50.0,2.0,30,Blog,Light,Ongoing,Unknown/Other,Digital,No,"""It's a flat rate for a minimum of 400 words, mostly listicle style or round-ups. Visual-heavy with access to their image library."""
Kaleidoscope,2016,0.0,2500.0,False,0.0,,,Opinion,,Cold Pitch,First,Print,No,"""I have been following up for 2 years for 200 euros. Never write for Kaleidoscope."""
Kaleidoscope,2016,0.01,2500.0,False,25.0,,,Feature,Heavy,Assignment,All,Print,Verbal,"""I was approached by the editor in chief to write a feature of 2500 words. I was promised €200 via email. It's been over a year and after multiple attempts at chasing and even a legal letter, I still have not been paid. NEVER WRITE FOR THESE PEOPLE."""
Kaleidoscope,2015,0.0,1500.0,False,0.0,,,Profile,Medium,Solicited Pitch,All,Print,Verbal,"""Published profile piece in the Winter '14 issue. Payment of 150 Euros was promised within 60 days of publication. It is now a year and a half later and still no payment for the work, only continued stalling and excuses from the editors."""
Cowboys & Indians,2017,1.25,600.0,False,750.0,1.0,30,Profile,Medium,Cold Pitch,Secondary,Digital,Yes,
Guideposts.org,2016,0.29,700.0,False,203.0,1.0,42,,,,All,Digital,,
Guideposts.org,2015,0.27,750.0,False,202.5,,,Opinion,Light,Ongoing,All,Digital,Yes,"""Great publication, timely pay"""
Conscious Community Magazine,2018,0.04,1200.0,False,48.0,2.0,42,Feature,Medium,,First,Digital,Verbal,
The Atlantic - Health,2017,0.14,1800.0,False,252.00000000000003,4.0,60,Feature,Heavy,Cold Pitch,Unknown/Other,Digital,,
The Atlantic - Health,2013,0.27,375.0,False,101.25,,,News,Medium,,,Digital,,
The Airship (black Balloon Publishing),2013,0.1,5000.0,False,500.0,,,Opinion,Light,Ongoing,All,Digital,Yes,"""Payment was beyond prompt -- I had the check only days after invoicing, and before the piece was even posted. Piece also included media - several photos and videos. """
Plate Magazine,2013,1.0,3000.0,False,3000.0,,,Feature,,,,,,"""""Paid on time. Very professional. Extremely anal about recipe details becasue the magazine is for food professionals"""""
Globalo,2016,0.03,1500.0,False,45.0,5.0,Not Yet,Opinion,Medium,Cold Pitch,Unknown/Other,Digital,Verbal,
Projectmanager.com,2017,0.1,1500.0,False,150.0,1.0,15,Blog,Light,Solicited Pitch,First,Digital,Yes,
Wattpad,2016,0.3,10000.0,False,3000.0,1.0,30,,,,All,Digital,,
The Advocate,2018,0.0,1000.0,False,0.0,,,Opinion,Medium,Cold Pitch,All,,No,"""It's reported elsewhere online they pay for op-eds and articles, but this is no longer true."""
The Advocate,2014,0.0,1500.0,False,0.0,,,News,Medium,Cold Pitch,Unknown/Other,Print,No,
Cosmopolitan,2018,0.23,959.0,False,220.57000000000002,4.0,>90,Profile,Medium,Cold Pitch,First,Digital,No,"""Editor killed article after learning I was not a porn star using a pen name (no idea where she got an idea this absolutely insane), offering a kill fee. I told her if she wanted a kill fee option, she should have noted that in a contract upfront and the full amount was due. (Seriously? A porn star?!?!) She then proceeded to simply ignore my emails requesting payment, so I threatened to turn Cosmo into NYC Freelance Isn't Free. Eventually got an email from her boss saying a contract I signed maybe 2 years ago for Marie Claire (yes, an entirely different magazine) included a kill fee option, so legally they didn't have to pay. She then offered -- out of the goodness of her heart -- to pay in full. She did not offer any insight as to why this exceptionally young editor thought I had a shadow career in porn. Took more than a month and one more reminder to the editor's boss for payment to arrive."""
Cosmopolitan,2018,0.01,152.0,False,1.52,1.0,15,Blog,Light,Referral,All,Digital,,
Cosmopolitan,2017,2.08,800.0,False,1664.0,4.0,Not Yet,Criticism,Light,Ongoing,All,Digital,Yes,"""This is payment for a full season of review coverage that is outstanding."""
Cosmopolitan,2017,2.0,750.0,False,1500.0,1.0,30,FoB,Medium,Assignment,All,Print,Yes,"""Heavily edited, to the point where the service-y piece became less helpful overall. First round of edits were great, but senior editorial rewrote parts to the point of introducing falsities into the piece. Had to guide each draft closely, all the way up to the final."""
Cosmopolitan,2017,0.25,1200.0,False,300.0,3.0,30,Criticism,Light,Cold Pitch,All,Digital,Yes,"""Getting paid was a hassle because I'm outside the US and they only pay via direct deposit, but my editor was very diligent about keeping in touch and sorting things out for me. I don't anticipate any more issues going forward."""
Cosmopolitan,2016,1.82,1100.0,False,2002.0,3.0,90,Opinion,Light,Solicited Pitch,First,Print,Yes,
Cosmopolitan,2015,1.6,1500.0,False,2400.0,,,Opinion,Light,Assignment,,Print,Yes,"""$2/word"""
Modern Painters,2018,0.15,750.0,False,112.5,5.0,Not Yet,Criticism,Light,Referral,Unknown/Other,Print,Yes,
Modern Painters,2018,0.15,500.0,False,75.0,5.0,Not Yet,Criticism,Medium,Referral,All,Digital,Yes,
Unicorn Booty,2016,0.03,1000.0,False,30.0,1.0,30,,,,First,Digital,,
Draft Magazine,2016,1.07,750.0,False,802.5,1.0,,FoB,Medium,Referral,First,Digital,Yes,"""for Beertown column, two-page spread of intro, listings + 2 sidebars"""
Draft Magazine,2013,0.75,400.0,False,300.0,,,FoB,,,,,,
Babble,2013,0.12,1300.0,False,156.0,,,Opinion,,,,Digital,,
Burnaway.org,2017,0.1,1224.0,False,122.4,1.0,15,Criticism,Medium,Ongoing,Unknown/Other,Digital,Yes,
Kveller,2018,0.07,700.0,False,49.00000000000001,3.0,Not Yet,,,,All,Digital,,
Kveller,2017,0.03,800.0,False,24.0,2.0,60,Opinion,Light,Cold Pitch,Unknown/Other,Digital,No,
Kveller,2017,0.04,700.0,False,28.0,2.0,30,Opinion,Light,Cold Pitch,Unknown/Other,Digital,Yes,
Esquire,2014,0.17,3000.0,False,510.00000000000006,,,Feature,Medium,Cold Pitch,All,Digital,Yes,
Esquire,2013,0.2,750.0,False,150.0,,,Profile,Heavy,Cold Pitch,Unknown/Other,Digital,Yes,"""Extensive edits and rewrites. """
